JP title,JP Body text,Url (JP),Url (eng),English Title,English Body
渋谷109の新ロゴを発表,"渋谷のショッピング聖地の運営会社が、一般公募によって決まった
。
「渋谷109」を運営するSHIBUYA109エンタテイメントは、4月に一般公募で新しいロゴを募集し、ピンクの見た目で、とても見覚えがあり、カメラを彷彿させる形状のロゴを採用した。
「1万以上の応募があった中で現在のイメージを払拭するものを選んだ。ピンク色が黄色に混ざっていく斬新な様子は今まで見たことがなく、天才的だ」とSHIBUYA109エンタテイメントの山森明菜氏はコメントした。
インスタグラムは、SHIBUYA109エンタテイメントの訴訟を検討しているという声明を発表した。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/shibuya-109-reveals-original-logo-2/,https://www.therisingwasabi.com/shibuya-109-reveals-original-logo/,Shibuya 109 Reveals New Original Logo,"The operator of a landmark shopping center in Tokyo’s Shibuya district has revealed a “
” chosen from a design contest open to the public.
Shibuya 109 Entertainment Co., operator of the Shibuya 109 building, started accepting logo ideas in April, and has decided to go with a really familiar looking pink, almost camera-like, shape.
“We had over 10,000 entrants but wanted to go for a new fresh look,” says Akina Yamamori, a Shibuya 109 Entertainment spokeswoman.
“The innovative way that the pink seeps into the yellow – it’s genius, never seen that before.”
Instagram has released a statement saying it’s considering suing Shibuya 109 Entertainment Co.
[
]"
東京ディズニーランドに新エリア　女性に平等な権利を,"2022年に向けて大規模開発を行っている東京ディズニーランドに、新エリア「ファンタジーの国」が誕生することが明かされた。
新エリアでは、先進的な女性キャラクターがメインとなり、エリア内ではなんと、男女平等であるという。エリア内には４つの新アトラクションが建設予定で、女社長、保育サービスを利用する女性、9時5時で帰れる男性、がテーマとなる予定だ。
「女社長の冒険ライド」では、それぞれ一人以上の部下をしたがえた女社長がテーマになる。また、「子守付き、ゆったりチェアー」では、海外からやってきた保育のスペシャリストが子守をする間に、母親は椅子に座って５分間もテレビを見ることができるという。これによって、保育を外注するとどんな感じになるかを体感することができる。
東京ディズニーランドは、新エリア建設に2500億円を投資している。ちなみに、この額は、政府が不足分の保育園をすべて建設するのに必要な額と同等であることがわかっている。
Image: Disney
翻訳: M. Kageshita (
)
[
]",https://www.therisingwasabi.com/tokyo-disneyland-unveils-new-fantasy-area-where-women-have-equal-rights-jp/,https://www.therisingwasabi.com/tokyo-disneyland-unveils-new-fantasy-area-where-women-have-equal-rights/,Tokyo Disneyland Unveils New Fantasy Area Where Women Have Equal Rights,"A new area to open at Tokyo Disneyland in 2022 will be named
“Fantasy Nation”, operator Oriental Land Co. said Thursday.
The democratically themed area will mainly feature female
characters that have equal rights.
Four new attractions will be built based on globally popular
egalitarian notions. Two will feature “female CEOs” while the others will
highlight “women-with-sufficient-access-to-reasonably-priced-childcare” and “men-who-work-9-to-5”.
The “Female Boss Adventure Ride” will showcase several
fantasy women with at least one subordinate each.
The “Childcare Armchair” attraction will give mothers the opportunity to experience what its like to not have to look after their own children for a short period of time with professional child minders imported from overseas caring for the kids for five minutes while their mother watches TV in an armchair.
“We are extremely excited to be adding magic to this world
of fantasy and wonder. I can’t wait to see these new magical worlds come to
life,” Oriental Land CEO Toshio Kagumi told reporters.
Approximately ¥250 billion will be invested in the construction, which is comparable to the amount of yen it would cost the government to build an appropriate number of childcare facilities across the country.
Image: Disney
[
]"
杉田議員：同性婚は人とペットとの結婚の引き金になる、「犬人間」の誕生も,"自民党の議員が、性的少数者（LGBT）に平等な権利を与える危険性を指摘した寄稿記事が月刊誌「新潮45」で掲載され、同性婚を許し結婚の対象を広げたら結果的に人間とペットの結婚を招くとした。
自民党の杉田水脈衆院議員は「日本社会には犬人間を受け入れる場所はない」とし、犬人間は猫人間、ハムスター人間の誕生を招きかねないと指摘した。
さらに「猫人間やハムスター人間が走り回っているような社会には住みたくない」とコメントしつつ、LGBTコミュニティーはテレビで笑いのネタにされているので差別はされていないとし「テレビで男性が化粧してドレスを着ているのを見たら大爆笑する」と発言した。
杉田議員はさらにLGBTの平等の度が過ぎると「男性がアニメのキャラクターやセックスドールと結婚することに繋がる」と指摘。
杉田議員は自身はLGBTより生産性があるかと問われたところ、何人か子供を産んだので生産性があると答えた。
翻訳: Yuki

Image: Youtube/
[
]",https://www.therisingwasabi.com/sugita-gay-marriage-will-lead-to-people-marrying-pets-birth-of-man-dogs-jp/,https://www.therisingwasabi.com/sugita-gay-marriage-will-lead-to-people-marrying-pets-birth-of-man-dogs/,"Sugita: Gay Marriage Will Lead To People Marrying Pets, Birth Of ‘Man Dogs’","A ruling Liberal Democratic Party lawmaker highlighted the consequences of giving the lesbian, gay, bisexual and transgender (LGBT) community equal rights in an article in the latest issue of conservative magazine Shincho 45, warning how allowing same-sex marriage will result in widespread marital engagements between man and pet.
Junior lawmaker Mio Sugita told reporters, “Mogs (half man, half dogs) have no place in Japanese society ­– they are their own best friends.”
She went on to say the mog, or ninken (人犬) in Japanese, will also lead to a rise in “half man, half cats and half man, half hamsters.”
“This isn’t a society I want to live in, where you have little mats and mamsters running around all over the place,” says Sugita.
Sugita claims the LGBT community is not discriminated against in Japan “because you can see them on TV for a laugh”.
“I know I get a real kick out of seeing a man wear makeup and a dress on TV.”
She says too much LGBT equality is a “slippery slope, we don’t want our men marrying their anime girlfriends and sex dolls, they’re already pathetic enough as it is.”
When asked if she thought she was more productive than the gay and lesbian community, Sugita said she’s most productive after she has “had a few”.
Image: Youtube/
[
]"
あの「モデル」は英会話教師,"自称モデルの外国人男性の主な収入源は、英会話の仕事であったことが分かった。
ジェームス・ハフィントンさんは、「モデル」として生計を立てていると言う一方、収入の大部分は自身の母国語を話すことによって得ている。
ハフィントンさんの友人は「収入の93%は英会話教師にも関わらず、モデルをしていると人に言っている」と証言する。
ハフィントンさんは、2015年に撮影された写真を常に持ち歩き、人に見せびらかしている。
当時39歳だったハフィントンさんは、6時間拘束された撮影で約1万円稼いだ。
ハフィントンさんは現在43歳。
「正直言うとハフィントンさんは教師ですらない」と友人は証言した。
翻訳: Yuki
Image: Pixa
[
]",https://www.therisingwasabi.com/https-www-therisingwasabi-com-model-is-actually-an-english-teacher-jp/,https://www.therisingwasabi.com/model-is-actually-an-english-teacher/,“Model” Is Actually An English Teacher,"A man in Japan professing to be a model, in fact, gets most of his wages working as an instructor for an English conversational school.
James Huffington informs strangers on a regular basis that he makes a living from “male modelling”.
While not a total lie, it would be more truthful if he told people he acquires the overwhelming majority of his salary from simply speaking his native language.
“He gets 93% of his income from teaching English,” says Huffington’s friend.
“But he tells everyone he’s a model.”
Huffington usually shows people a professional photograph of himself, the last one being from a photoshoot back in 2015.
The 39-year-old was paid about 10,000 yen for 6 hours work.
He is now 43.
“To be fair, he’s not really even a teacher.”
Image: 
[
]"
「は」と「が」の違いを説明するのを拒否,"日本人は、在住歴8年以上の外国人男性に「は」と「が」の違いを明確に説明するのを避けていることが分かった。
「数えきれないぐらい同じ質問をしてきた」とハリー・ジェンキンスさん（43）は語る。
「でも明確な回答をもらったことはなく『よく分からない』などあいまいな反応をされる」と話す。
ジェンキンスさんは「分からないなんてことはないと思う。大きな音を出しながら走行している例の黒いバンの正体を知らないと言って逃げるのと似ている」とコメントした。
ジェンキンスさんは「分からない」と言われる代わりに、指でバツ印を受けることもある。
翻訳: Yuki
Image: 
[
]",https://www.therisingwasabi.com/japan-still-refusing-to-reveal-jp/,https://www.therisingwasabi.com/japan-still-refusing-to-reveal/,Japan Still Refusing To Reveal Difference Between は And が,"Japan has yet to reveal to a foreigner living in Japan for over 8 years the difference between the particles ‘は’ and ‘が’.
“I don’t know many times I’ve asked,” says 43-year-old gaijin Harry Jenkins.
“But I never get a straight answer.”
Japan will often give an ambiguous response saying it “doesn’t even really know” what the difference is.
“I don’t really buy that,” says Jenkins, “it’s like when Japan never wants to tell me what those big black buses are.”
On other occasions, Japan will give Jenkins the finger batsu.
Image: 
[
]"
湿度100%を観測,"気象庁によると、本日午前11時55分に関東地方で気温37.1度を、湿度100%を観測した。
首都圏の一部列車が湿気で冠水し遅延したため、多くの通勤者は泳いで出社した。
田中一郎（41）さんは「泳ぐしか手段がなかった」と言った。
田中さんは、3.4キロメートルもアタッシュケースを持ちながら泳いだことがなかったため出社が遅れた。さらに途中で水泳帽を被るように注意を受けたことも遅延の一因だった。
「マジでありえない。アルミのアタッシュケースを抱えながら会社に平泳ぎで向かっているのに、誰だよ水泳帽を買いに行けと注意したやつは」と田中さんはコメントした。
水泳帽の下で守られていた抜け毛も、出社して水泳帽を取った瞬間に湿気で一気に濡れた。
翻訳：Yuki

Image: Flickr/
/
 (edited TRW)
[
]",https://www.therisingwasabi.com/japan-reaches-100-humidity-jp/,https://www.therisingwasabi.com/japan-reaches-100-humidity/,Japan Reaches 100% Humidity,"Temperatures reached as high as 37.1 degrees today at 10:55 am in the Kanto region with humidity peaking at 100 per cent just after midday, according to Japan’s Meteorological Agency.
Many people were forced to swim to work after several train lines around Tokyo experienced heavy delays due to being submersed in moisture.
“I had no choice but to swim to work,” said 41-year-old gaijin Trevor Ashford.
Ashford was late to work, primarily as a result of never having swum 3.4 kilometers with a suitcase, but also because he was told mid-swim he was obliged to wear a swimming cap.
“I mean geez, give me a break, I’m breaststroking to work with a metal suitcase and some wank makes me go and buy a swimming cap,” said Ashford.
Any loose hair from Ashford’s head immediately made its way into the general moisture as soon as he arrived to work and took off the cap.
Image: Flickr/
/
 (edited TRW)
[
]"
小室さんの母親、皇室に巨額借金の解決を要求,"秋篠宮家の眞子さまと婚約が内定している小室圭さんの母親が、結婚延期の発表が行われる以前に、皇室に対して国家の財政問題を解決するように要求していたことが関係者のインタビューで分かった。
昨年末、小室圭さんの母親は秋篠宮ご夫妻に対して、3月に予定されていた正式な婚約となる「納采（のうさい）の儀」は国家の債務危機を解決しない限り実施できないと伝えていた。
現在日本は世界で最も負債を抱えている国で、国内総生産（GDP）に対する借金割合は約233％にあたる。
小室さんの母親は、約1,100兆円もの借金があるような家庭に息子を出したくないという意思を皇室の代理人を通して伝えた。
小室さんは今月初めにニューヨークに出発し、同州での弁護士資格を取得するために3年間留学をする。宮内庁は片道の航空券代を払った。
翻訳：Yuki
[
]",https://www.therisingwasabi.com/komuros-mother-demanded-imperial-family-solve-gross-debt-problems-jp/,https://www.therisingwasabi.com/komuros-mother-demanded-imperial-family-solve-gross-debt-problems/,Komuro’s Mother Demanded Imperial Family Solve Gross Debt Problems,"The mother of Princess Mako’s fiancée demanded the imperial family solve their financial problems before the postponement of her son’s marriage, a source close to the matter said Wednesday.
Kei Komuro’s mother told Prince Akishino and his wife Princess Kiko late last year that a ceremony for their official engagement, which had been scheduled in March, could not be held without resolving the national debt crisis.
Japan is currently the most indebted country in the world, with a debt roughly 233% of GDP.
“I didn’t want my son marrying into debts of up to US$9.94 trillion,” Komuro’s mother reportedly told imperial family representatives.
Komuro left for New York earlier this month to begin three years of study for the state’s bar exam. The Imperial Household Agency paid for his one-way ticket.
[
]"
処分を受けたバスケ4選手、日本人ではないアジア人を売春,"ジャカルタ・アジア大会のバスケットボール男子日本代表の選手４人が２０日、日本人ではない女性を買春したとして帰国したと、日本選手団の山下泰裕団長（６１）が語った。
「売春したのはアジア人の女性でした。申し訳ございませんでした」と山下団長は謝罪した。
在留邦人男性に路上で声をかけられ女性が接客をする店を紹介されたと、山下団長は経緯を会見で語った。
処分を受けた選手は「男性が日本語を話せたから、お店の女性も日本人だと思った。日の丸を侮辱し申し訳なかった」と謝罪の言葉を述べた。
翻訳: Yuki

Image: AP
[
]",https://www.therisingwasabi.com/disgraced-japanese-basketball-players-used-prostitutes-that-werent-japanese-jp/,https://www.therisingwasabi.com/disgraced-japanese-basketball-players-used-prostitutes-that-werent-japanese/,Disgraced Japanese Basketball Players Used Prostitutes That Weren’t Japanese,"Japan has sent home four players from their Asian Games basketball team for spending the night with prostitues that weren’t Japanese, the head of the delegation Yasuhiro Yamashita said on Monday.
“These women were Asian,” Yamashita said while bowing to reporters.
“Moushi wake gozaimasen.”
The players met a Japanese-speaking local who was handing out flyers on the street and told them about a bar where they could meet women, Yamashita told a news conference.
“I thought because he could speak Japanese they would be Japanese,” said one of the players.
“I’m sorry I have disgraced my homeland.”
Image: AP
[
]"
大切に世話していた焼肉盗まれる,"4日都内で、鉄板上で大切に世話をしていた脂の乗った肉が、友人に盗まれたことが分かった。被害者は、焼肉店の常連客で空腹だったスティーブ・グランド（31）さん。
グランドさんは「あいつを長い間大切にしていたのに。一瞬のうちにいなくなってしまった」と話した。
「我が子のような存在だった」とグランドさんはさらに語った。
グランドさんは、田中真弓（23）さんと食事が終わるまで話さないと決心したが、ジャスティン・ビーバーに似ていると田中さんに褒められつい気を緩めてしまった。
翻訳: Yuki
Image: Flickr/
[
]",https://www.therisingwasabi.com/carefully-nurtured-yakiniku-piece-stolen-jp/,https://www.therisingwasabi.com/carefully-nurtured-yakiniku-piece-stolen/,Carefully Nurtured Yakiniku Piece Stolen,"A juicy piece of meat patiently nurtured by a hungry yakiniku restaurant patron has been snatched by a friend of a friend sitting at the same table.
“I raised that little guy for what seemed like an eternity, and then in the blink of an eye, gone,” said 31-year-old Steve Grant.
“It was like a child to me.”
Grant vowed to refuse to speak to Mayumi for the rest of the meal.
Grant couldn’t help himself, however, once Mayumi commented that he looked exactly like Justin Bieber.
Image: Flickr/
[
]"
東京オリンピックの会場、2年前倒しで竣工,"日本スポーツ振興センター（ＪＳＣ）は、2020年東京五輪・パラリンピックのメインスタジアムとなる新国立競技場の建設現場を報道陣に公開し、オリンピック開会の2年前に竣工したことを発表した。
高額な総工費のため一旦計画が白紙撤回されたあと、2016年12月に着工した際には1年ほど予定が遅れていたが、建築現場の作業員が身を粉にして短期間で安いスタジアムを建設した。
作業員の今後に関してJSCの望月氏は「他のものを1日12時間費やして建設すればよい。道路とか」とコメントした。
JSCによると、平均して1日約3,000人の作業員が働いていたが「アクシデント」によって人数は変動した。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/japan-completes-construction-of-olympic-venues-2-years-ahead-of-schedule-jp/,https://www.therisingwasabi.com/japan-completes-construction-of-olympic-venues-2-years-ahead-of-schedule/,Japan Completes Construction Of Olympic Venues 2 Years Ahead Of Schedule,"The Japan Sports Council gave a progress report on the new National Stadium for the 2020 Tokyo Olympics on Thursday, saying the project is 100 per cent complete with two years to go before the opening ceremony.
The construction was more than a year behind schedule when it started in December 2016, as an earlier stadium plan was scrapped because it was expensive, but employees have been worked to the bone to ensure a cheaper stadium was built in short time.
“They can start working 12 hours a day on something else,” says JSC’s Tadashi Mochizushi.
“Like more roads.”
The JSC says the construction site had about 3,000 workers on an average day but that fluctuated due to “human accidents” from overwork.
[
]"
土俵上で倒れた市長、心臓マッサージのために台所へ運ばれる,"４日に行われた大相撲春巡業で、突然倒れた舞鶴市長の救命処置で駆けつけた複数の女性は、市長を担架で神聖なる台所に運んだ。
日本相撲協会側は場内アナウンスを通じ、心臓マッサージを行う前に適切な場所に移動するよう求めた。
協会員は「女性の方々は土俵に上らず、伝統的な女性の作業場（台所）に移動して看護しなさい」と指示をだした。
まだアイロンかけが残っていたので、女性たちは心臓マッサージをする前に、多々見良三市長（67）を台所の隅に一旦寝かした。
「洗濯物をすべてたたんだ後、ようやく市長の意識を取り戻すことができた」と新井沙羅さん（45）は話した。
「ちょうど掃除機かけと皿洗いが終わったところだったのは、幸運なことでした」と新井さんは答えた。
協会員は、女性が立ち汚れた土俵横に塩をまいたとされている。
翻訳：Yuki
Image: Flickr/
 (TRW)
[
]",https://www.therisingwasabi.com/mayor-at-sumo-tournament-taken-to-the-kitchen-for-cpr-jp/,https://www.therisingwasabi.com/mayor-at-sumo-tournament-taken-to-the-kitchen-for-cpr/,Dying Mayor At Sumo Tournament Taken To The Kitchen For CPR,"Women who rushed to the aid of a mayor who collapsed during a sumo event on Wednesday loaded the dying man onto a stretcher and took him to the sanctity of their kitchen where they could carry out their best work.
A referee told the women over the public address system to transport the man to a more suitable location before administering cardiac massage.
“Ladies, please do not enter the dohyo (sumo ring), instead take him to your traditional place of work (kitchen),” announced a referee belonging to the Japan Sumo Association (JSA).
The women placed Ryozo Tatami, 67, mayor of Maizuru City (Kyoto), in the corner of the kitchen before performing CPR, as they still had “a bit of ironing to finish up”.
“Once we’d folded all the clothes we were able to bring him back to consciousness,” said 45-year-old Sara Arai.
“Luckily, we’d just tidied up and washed the dishes.”
JSA staff reportedly sprinkled salt where the women had left large amounts of filth standing on the side of the ring.
Image: Flickr/
 (TRW)
[
]"
安倍晋三首相、辞任,"安倍晋三首相は、国会を悩ませている一連のスキャンダルを受けて辞任した。
財務省が国有地を学校法人森友学園に格安販売したことが判明した後、安倍首相は数ヶ月間辞任を避けてきた。森友学園は、安倍首相の妻昭恵氏の友人が運営していた、超国家主義の教育組織である。
安倍首相は、1日に開かれた会見で、騒動に関しすべての責任を取ると謝罪をし、土地の売却および隠蔽への関与を後悔していると発言した。
また麻生太郎財務相は今月、財務省が森友学園の決裁文書から安倍首相、麻生財務相、昭恵夫人の名前を書き換え、国会に提出したことを正式に認めた。
捏造された文書からは、安倍首相、麻生財務相、籠池泰典森友学園前理事長が、森友学園と類似した指針をもつ反中、反韓で超国家主義団体である日本会議と関連する記述が削除されていた。
安倍首相は会見で「国民の皆様を裏切り、税金を使い日本会議の支援をしたことを深くお詫びする」と発言した。
安倍首相は罪滅ぼしとして、中国と韓国のコミュニティーに対し、300時間の社会奉仕活動を行うとした。
翻訳：Yuki
[
]",https://www.therisingwasabi.com/japan-pm-shinzo-abe-resigns-jp/,https://www.therisingwasabi.com/japan-pm-shinzo-abe-resigns/,Japan PM Shinzo Abe Resigns,"Japanese Prime Minister Shinzo Abe has resigned following a string of scandals plaguing the government.
Abe had resisted calls to step down for months after it was revealed the finance ministry had sold a plot of land at an outrageously cheap price to Moritomo Gakuen, an ultra-nationalistic education company run by a friend of his wife.
Abe apologized on Sunday for the scandal saying he takes full responsibility and is extremely remorseful for his role in the sale of the land and subsequent cover-up.
This month, finance minister Taro Aso confirmed his department deliberately misled the Diet by altering documents related to the scandal, removing the names of the Prime Minister’s wife, Akie Abe, Mr Aso, and the Prime Minister himself.
The doctored documents also erased references to Mr Abe, Mr Aso and Yasunori Kagoike, the head of Moritomo Gakuen, being linked to Nippon Kaigi, an ultra-nationalist organisation that espouses anti-Chinese and anti-South Korean sentiments.
“I am deeply sorry for deceiving the country and using tax payers money to promote the agenda of Nippon Kaigi,” Abe told reporters.
Abe says he will try to make up for his wrongdoings by committing to 300 hours of community service with local Chinese and South Korean communities.
[
]

"
男性、愛人に秘密で妻と浮気する,"神奈川県在住の男性は、2年半関係を持っている愛人の女性に対し、妻と浮気したことを謝罪した。
川村宣利さんは、自分の布団が妻の布団が敷いてある部屋で発見されたことがきっかけで、浮気を告白した。
「何が起こったのか分からない。帰宅後に、妻が新しいレシピで作った天ぷらがおそらく原因だと思う」と川村さんは言った。
川村さんは愛人に対し許しを請い、1度きりの過ちで妻とは20年以上も床をともにしたことはなかったと言った。
「感情は一切なかった。あの海老の天ぷらが舌の表面に触れた瞬間以外は…」と川村さんは供述した。
翻訳: Yuki
Image: 
[
]",https://www.therisingwasabi.com/man-cheats-on-mistress-with-wife-2/,https://www.therisingwasabi.com/man-cheats-on-mistress-with-wife/,Man Cheats On Mistress With Wife,"A local resident from Kanagawa Prefecture has apologized for cheating on his lover of two-and-a-half years with his wife.
Nobutoshi Kawamura confessed to the deed after being caught with his futon in the same room as his wife’s futon.
“I don’t know what got into me – it must have been that new tempura recipe she whipped up for me after work,” said Kawamura.
Kawamura begged for forgiveness saying the affair was just a “once off” and he hadn’t slept with his wife for over two decades.
“There was no emotional attachment,” said Kawamura, “only when the prawn touched the upper surface of my tongue”.
Image: 
[
]"
大坂なおみが帰国記者会見、日本人と思われない,"テニスの全米オープン女子シングルスでセリーナ・ウィリアムズを破り、「日本人」初の四大大会優勝を果たした大坂なおみ（20）が帰国した。
横浜で会見を開いたが、誰も大坂を日本人と思わなかった。
午後4時頃に大阪が羽田空港に到着した際、出迎えた人たちは顔を見合わせた。
ファンの一人は「本音と建て前です。表向きには大坂選手を日本人だと思っていますが、内心では違うことを思っています」と語った。
会見で記者からウィリアムズが審判を泥棒と呼んだ際に不安になったかと聞かれた大阪は、「質問の意図が分からないのですが」と答えると、記者は「日本語上手ですね」と褒めた。
大坂が日清食品のラーメンをすすれなかった時、会場内の人たちは静かにうなずいた。
翻訳: Yuki

画像：AP
[
]",https://www.therisingwasabi.com/nobody-at-naomi-osaka-press-conference-in-japan-actually-thinks-shes-japanese-jp/,https://www.therisingwasabi.com/nobody-at-naomi-osaka-press-conference-in-japan-actually-thinks-shes-japanese/,Nobody At Naomi Osaka Press Conference In Japan Actually Thinks She’s Japanese,"No one attending a press conference in Yokohama on Thursday for the newly-crowned US Open women’s singles champion Naomi Osaka thought she was really Japanese.
The Japanese side of the 20-year-old defeated Serena Williams in the US Open final last week to become the first “Japanese” tennis player to win a Grand Slam title.
Locals looked at each other knowingly as Osaka arrived at Tokyo’s Haneda Airport at around 4 a.m.
“It’s called honne and tatemae – on the outside we express a belief that she is Japanese, but on the inside we all know the real score,” said one sports fan.
Reporters asked Osaka if her Haitian half was worried when Serena Williams began pointing out thieves.
“Um, I’m not really sure what you’re talking about,” said Osaka.
“Nihongo jyouzu desune,” the reporter responded.
Many people in the crowd quietly nodded at each other after Nissin Foods gave Osaka a bowl of instant noodles and she failed to slurp.
Image: AP
[
]"
国内初、東京五輪の女性ボランティアが同一賃金,"2020年東京オリンピック・パラリンピックのボランティアとして働く女性は、日本で初めて男性と同じ賃金を受け取ることになる。
安倍晋三首相は記者団に対し「女性の権利が認められた素晴らしい瞬間です。男性と同様、女性のボランティアは無給です」と述べた。
大会組織員会は、女性ボランティアは男性と全く同じ賃金を受け取ると発表した。
「昨日は大腸内視鏡検査自宅キットが発売され、今日は男女同権が達成された。日本は目まぐるしい前進をしている」と坂上副事務総長はコメントした。
ある女性は子供の世話をしつつ家事をしながら夫を介して記者団に対して、ついに男女同一賃金が達成したことを嬉しく思うと語った。
8万人のボランティアの応募は、9月26日午後1時にオンラインで開始する。
「外国人がこの特権を受けるためには、お金を支払う必要がある」と坂上副事務総長は付け加えた。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/tokyo-2020-olympic-female-volunteers-to-receive-nations-first-equal-pay-jp/,https://www.therisingwasabi.com/tokyo-2020-olympic-female-volunteers-to-receive-nations-first-equal-pay/,Tokyo 2020 Olympic Female Volunteers To Receive “Nation’s First” Equal Pay,"For the first time in Japan’s history, females voluntarily working at the Tokyo 2020 Olympics will receive equal pay.
“This is a great moment in the progression of women’s rights in our glorious country,” Japanese Prime Minister Shinzo Abe told reporters.
“Women will also receive nothing.”
Tokyo Olympic organizers say female volunteers will receive the exact same amount of zero as their male compatriots.
“Yesterday, Japan commercialized the do-it-yourself colonoscopy, today we have gender equality,” said Tokyo 2020 Vice Director General Yusuke Sakasakasu.
“The progression is staggering.”
Japanese women have told reporters through their husbands while cleaning the house and looking after the kids that it’s pleasing they are finally starting to get equal pay.
Online recruitment of the 80,000 volunteers to work for the 2020 Tokyo Olympics and Paralympics will begin at 1 p.m. on September 26.
“Foreigners will have to pay for the privilege,” said Sakasakasu.
Image: 
[
]"
桜の写真、昨年、一昨年、一昨々年と類似,"24日（土）から、桜がSNS上でも開花を始めた。驚くべきことにすべての写真は、昨年以前とほぼ同じである。
白とピンクの桜の写真は、昨年より4日早く、平均より9日早くSNS上に投稿され始めた。
今週から来週にかけて、1億枚以上もの似たような桜の写真がオンライン上に投稿される見込みだ。
近所に桜を見つけた出雲花実（31）は撮影した写真を見せながら「この桜は絶対に誰も写真を撮ったことがないと思う。特にこの光の加減とこのアングルからは」と証言をした。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/cherry-blossom-photos-looking-identical-to-last-year-every-year-before-that-too-jp/,https://www.therisingwasabi.com/cherry-blossom-photos-looking-identical-to-last-year-every-year-before-that-too/,"Cherry Blossom Photos Looking Identical To Last Year, Every Year Before That Too","Cherry blossoms have officially started flowering on social media in Japan with every photograph looking pretty much identical to every year prior to 2018.
Images of white and pink sakura have begun appearing in feeds four days earlier than last year, and nine days earlier than average.
Despite the similarities, there will be over 100 million unique cherry blossom pictures posted online over the next week.
Many foreigners in Japan are excited to be experiencing the unique Japanese phenomenon known as Spring.
“This one here is of a cherry blossom tree near my apartment that I’m sure no one has every taken a photograph of before,” says 31-year-old foreigner Shelley Kripps.
“Especially not from this angle using light from the sun.”
[
]"
電車通勤中の男性、端の席に移動,"２６日、都内で通勤中の男性が電車の端の席を確保した。その絶好の機会をものにしたのは、山下浩太さん。
「もし端の席が空いたならば、俊敏に動かないといけない。何人もの知り合いが機会を逃し、何年も後悔し続けるのを見てきた」と山下さんは話す。
山下さんの同僚の渡辺健二さんは、1987年の夏に端の席に座る機会を逃し、今でも飲み会の席でその時の体験を語る。
「みんな渡辺さんのことを心配している」と山下さんは話す。
渡辺さんはいち早く端の席が空いたのに気がついたが、一瞬のためらいが致命的なミスだった。
本人はその壮絶な体験から回復したと言うが、家族や同僚は渡辺さんの精神状態を日々モニターしている。
訳：Yuki
Image: nezumi1203.com
[
]",https://www.therisingwasabi.com/commuter-unsatisfied-with-just-sitting-down-repositions-to-side-seat-on-tokyo-train-jp/,https://www.therisingwasabi.com/commuter-unsatisfied-with-just-sitting-down-repositions-to-side-seat-on-tokyo-train/,Commuter Unsatisfied With Just Sitting Down Repositions To Side-Seat,"A man traveling in a Tokyo train today seized the moment and moved across one position to secure a side-seat.
“If a side-seat becomes available you must move quick to take it – I’ve had friends ignore side-seats who have regretted it for years,” said Kota Yamashita.
Yamashita’s work colleague Genji Watanabe missed a side-seat back in the summer of 1987 and regularly brings it up at work parties.
“We’re seriously concerned about Genji’s well-being.”
Watanabe spotted the side-seat open up before anyone else but a moment of hesitation ended up being a critical factor.
Watanabe tells people he has recovered from the incident, but his friends and family continue to monitor his mental state.
[
]"
【警察発表】マリカー事故　バナナが原因,"警視庁麻布署は、先月30日に六本木でおきた「マリカー」の事故の原因は、バナナの皮だったと発表した。
麻布署によると、先頭集団から皮が投げられたのが目撃されたという。
目撃者は「マリオが角を曲がったら、バナナの皮が道の真ん中にあった」と証言した。
さらに「スターを獲得したばかりだったのに、すぐ使わずに取っておくなんて馬鹿だ」と語った。
最終的にレストラン「マリン・フィッシュ&チップス」に衝突する前に、マリオがスピンをしていたことも分かった。
「よい宣伝になりました」と店主のマリンさんは語った。
翻訳: Yuki
[
]",https://www.therisingwasabi.com/police-confirm-mario-crash-caused-by-banana-jp/,https://www.therisingwasabi.com/police-confirm-mario-crash-caused-by-banana-peel/,Police Confirm Mario Kart Crash Caused By Banana,"A banana peel was the cause of a Mario kart crash in Roppongi last week, according to authorities.
Police say witnesses saw the banana being thrown out of one of the karts further in front.
“Mario came around the corner and there was a banana peel right in the middle of the road,” said one witness.
“He’d just collected an invincibility star as well, but stupidly held onto it instead of using it straight away.”
Police say the kart did a few 360s before crashing into the front of Malin’s Fish & Chips shop.
Mr. Malin told reporters, “Awesome publicity”.
[
]








"
